SELECT count(*) FROM singer
SELECT COUNT(*) FROM singer;
SELECT PetType, MAX(weight) AS max_weight, PetType AS max_type FROM Pets GROUP BY PetType;
SELECT COUNT(*) FROM Student s JOIN Has_Pet hp ON s.StuID = hp.StuID WHERE s.Age > 20;
SELECT COUNT(*) FROM Student s JOIN Has_Pet hp ON s.StuID = hp.StuID WHERE s.Age > 20;
SELECT COUNT(*) FROM Student s JOIN Has_Pet hp ON s.StuID = hp.StuID JOIN Pets p ON hp.PetID = p.PetID WHERE p.PetType = 'dog' AND s.Sex = 'F';
SELECT COUNT(*) FROM Student s JOIN Has_Pet hp ON s.StuID = hp.StuID JOIN Pets p ON hp.PetID = p.PetID WHERE p.PetType = 'dog' AND s.Sex = 'F';
SELECT COUNT(DISTINCT PetType) FROM Pets;
SELECT COUNT(DISTINCT PetType) FROM Pets;
SELECT Fname FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat' OR PetType = 'dog');
SELECT S.Fname FROM Student S JOIN Has_Pet HP ON S.StuID = HP.StuID JOIN Pets P ON HP.PetID = P.PetID WHERE P.PetType IN ('cat', 'dog');
SELECT S.Fname FROM Student S JOIN Has_Pet HP ON S.StuID = HP.StuID JOIN Pets P ON HP.PetID = P.PetID WHERE (P.PetType = 'cat' AND EXISTS (SELECT 1 FROM Has_Pet WHERE StuID = S.StuID AND PetID IN (SELECT PetID FROM Pets WHERE PetType = 'dog'))) OR (P.PetType = 'dog' AND EXISTS (SELECT 1 FROM Has_Pet WHERE StuID = S.StuID AND PetID IN (SELECT PetID FROM Pets WHERE PetType = 'cat')));
SELECT Fname FROM Student WHERE StuID IN ( SELECT StuID FROM Has_Pet WHERE PetID IN ( SELECT PetID FROM Pets WHERE PetType = 'cat' INTERSECT SELECT PetID FROM Pets WHERE PetType = 'dog' ) )
SELECT S.Major, S.Age FROM Student S LEFT JOIN Has_Pet HP ON S.StuID = HP.StuID LEFT JOIN Pets P ON HP.PetID = P.PetID WHERE P.PetType != 'Cat' -- Assuming 'Cat' is the PetType for cats AND HP.StuID IS NULL; -- This ensures we're only looking at students without pets
SELECT S.Major, S.Age FROM Student S WHERE S.StuID NOT IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat');
SELECT StuID FROM Student WHERE StuID NOT IN ( SELECT StuID FROM Has_Pet WHERE PetType = 'cat' );
SELECT StuID FROM Student WHERE StuID NOT IN ( SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'cat' );
SELECT Fname, Age FROM Student WHERE StuID IN ( SELECT StuID FROM Has_Pet WHERE PetID IN ( -- assuming dog = 1 and cat = 2 SELECT PetID FROM Pets WHERE PetType = 'dog' AND weight > 10 ) EXCEPT SELECT StuID FROM Has_Pet WHERE PetID IN ( SELECT PetID FROM Pets WHERE PetType = 'cat' ) )
SELECT Fname FROM Student WHERE StuID IN ( SELECT StuID FROM Has_Pet WHERE PetID IN ( SELECT PetID FROM Pets WHERE PetType = 'dog' ) AND StuID NOT IN ( SELECT StuID FROM Has_Pet WHERE PetID IN ( SELECT PetID FROM Pets WHERE PetType = 'cat' ) ) )
SELECT PetType, weight FROM Pets ORDER BY pet_age ASC LIMIT 1;
SELECT PetType, weight FROM Pets WHERE pet_age = (SELECT MIN(pet_age) FROM Pets);
SELECT PetID, weight FROM Pets WHERE pet_age > 1;
SELECT PetID, weight FROM Pets WHERE pet_age > 1;
SELECT PetType, AVG(pet_age) AS AverageAge, MAX(pet_age) AS MaxAge FROM Pets GROUP BY PetType;
SELECT PetType, AVG(pet_age) AS avg_age, MAX(pet_age) AS max_age FROM Pets GROUP BY PetType;
SELECT PetType, AVG(weight) AS AverageWeight FROM Pets GROUP BY PetType;
SELECT PetType, AVG(weight) AS avg_weight FROM Pets GROUP BY PetType;
SELECT S.Fname, S.Age FROM Student S JOIN Has_Pet HP ON S.StuID = HP.StuID;
SELECT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet) GROUP BY Fname, Age;
SELECT p.PetID FROM Student s JOIN Has_Pet hp ON s.StuID = hp.StuID JOIN Pets p ON hp.PetID = p.PetID WHERE s.LName = 'Smith';
SELECT h.PetID FROM Student s JOIN Has_Pet h ON s.StuID = h.StuID WHERE s.LName = 'Smith';
SELECT S.StuID, COUNT(P.PetID) AS NumPets FROM Student S JOIN Has_Pet HP ON S.StuID = HP.StuID JOIN Pets P ON HP.PetID = P.PetID GROUP BY S.StuID;
SELECT StuID, COUNT(*) AS PetCount FROM Has_Pet GROUP BY StuID;
SELECT S.Fname, S.Sex FROM Student S JOIN Has_Pet HP ON S.StuID = HP.StuID GROUP BY S.Fname, S.Sex HAVING COUNT(HP.PetID) > 1;
SELECT Fname, Sex FROM Student WHERE StuID IN ( SELECT StuID FROM Has_Pet GROUP BY StuID HAVING COUNT(*) > 1 )
SELECT S.LName FROM Student S JOIN Has_Pet HP ON S.StuID = HP.StuID JOIN Pets P ON HP.PetID = P.PetID WHERE P.pet_age = 3 AND P.PetType = 'cat';
SELECT S.LName FROM Student S JOIN Has_Pet HP ON S.StuID = HP.StuID JOIN Pets P ON HP.PetID = P.PetID WHERE P.pet_age = 3 AND P.PetType = 'cat';
SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet);
SELECT AVG(Age) FROM Student WHERE StuID NOT IN ( SELECT StuID FROM Has_Pet );
SELECT COUNT(*) FROM CONTINENTS;
SELECT COUNT(*) FROM CONTINENTS;
SELECT c.Continent AS ContinentName, COUNT(*) AS NumberOfCountries FROM continents c JOIN countries co ON c.ContId = co.Continent GROUP BY c.Continent;
SELECT c.ContId, c.Continent, COUNT(*) AS CountryCount FROM continents c JOIN countries co ON c.ContId = co.Continent GROUP BY c.ContId, c.Continent;
SELECT COUNT(*) FROM countries;
SELECT COUNT(*) FROM countries;
SELECT T1.Maker, T1.Id AS MakerId, COUNT(T2.Model) AS NumberOfModels FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker GROUP BY T1.Maker, T1.Id;
SELECT c.Id, c.Maker, c.FullName, COUNT(m.Model) AS NumberOfModels FROM car_makers c JOIN model_list m ON c.Id = m.Maker GROUP BY c.Id, c.Maker, c.FullName;
SELECT Model FROM car_names WHERE Horsepower = (SELECT MIN(Horsepower) FROM car_names);
SELECT Model FROM car_names WHERE MakeId = (SELECT MIN(MakeId) FROM cars_data);
SELECT T2.Model FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Weight < ( SELECT AVG(Weight) FROM cars_data );
SELECT T2.Model FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Weight < ( SELECT AVG(Weight) FROM cars_data );
SELECT DISTINCT T1.Maker FROM car_makers AS T1 JOIN cars_data AS T2 ON T1.Country = T2.Id WHERE T2.Year = 1970;
SELECT DISTINCT T1.Maker FROM car_makers AS T1 JOIN cars_data AS T2 ON T1.Country = T2.Year WHERE T2.Year = 1970;
SELECT cn.Make, cn.Model, cd.Year FROM car_names cn JOIN cars_data cd ON cn.MakeId = cd.Id WHERE cd.Year = ( SELECT MIN(Year) FROM cars_data );
SELECT T1.Maker, T2.Year FROM car_makers AS T1 JOIN cars_data AS T2 ON T1.Country = ( SELECT Country FROM countries WHERE CountryId IN ( SELECT Continent FROM countries GROUP BY Continent ORDER BY COUNT(CountryName) ASC LIMIT 1 ) ) ORDER BY T2.Year ASC LIMIT 1;
SELECT DISTINCT T2.Model FROM car_names AS T1 INNER JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T2.Year > 1980;
SELECT DISTINCT Model FROM car_names WHERE Year > 1980;
SELECT C.Continent, COUNT(CM.Maker) AS CountOfCarMakers FROM continents C JOIN countries CO ON C.ContId = CO.Continent JOIN car_makers CM ON CO.CountryId = CM.Country GROUP BY C.Continent;
SELECT c.Continent, COUNT(cm.Maker) AS NumCarMakers FROM continents c JOIN countries co ON c.ContId = co.Continent JOIN car_makers cm ON co.CountryId = cm.Country GROUP BY c.Continent;
SELECT c.CountryName, COUNT(cm.Maker) as CountOfCarMakers FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryName ORDER BY COUNT(cm.Maker) DESC;
SELECT c.CountryName, COUNT(cm.Maker) as CountOfCarMakers FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryName ORDER BY CountOfCarMakers DESC LIMIT 1;
SELECT COUNT(DISTINCT T1.Model), T2.FullName FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id GROUP BY T2.FullName;
SELECT c.Maker, COUNT(m.Model) AS NumberOfModels, cm.FullName FROM car_makers cm JOIN model_list m ON cm.Id = m.Maker GROUP BY cm.Maker, cm.FullName;
SELECT Accelerate FROM cars_data WHERE MakeId IN ( SELECT MakeId FROM car_names WHERE Model = 'AMC Hornet Sportabout (SW)' );
SELECT T2.Accelerate FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T1.Model = 'AMC Hornet Sportabout (SW)';
SELECT COUNT(*) FROM car_makers JOIN countries ON car_makers.Country = countries.CountryId WHERE countries.CountryName = 'France';
SELECT COUNT(*) FROM car_makers JOIN countries ON car_makers.Country = countries.CountryName WHERE countries.CountryName = 'France';
SELECT COUNT(DISTINCT M.Model) FROM model_list M JOIN car_makers C ON M.Maker = C.Id JOIN countries CO ON C.Country = CO.CountryId WHERE CO.CountryName = 'USA';
SELECT COUNT(DISTINCT T3.Model) FROM car_makers AS T1 JOIN countries AS T2 ON T1.Country = T2.CountryId JOIN model_list AS T3 ON T1.Id = T3.Maker;
SELECT AVG(T1.MPG) FROM car_names AS T1 JOIN model_list AS T2 ON T1.Model = T2.Model JOIN car_makers AS T3 ON T2.Maker = T3.Id WHERE T3.Cylinders = 4;
SELECT AVG(MPG) FROM cars_data WHERE Cylinders = 4;
SELECT MIN(T1.Weight) FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 8 AND T2.Model IN ( SELECT Model FROM model_list WHERE Maker IN ( SELECT Id FROM car_makers WHERE Country IN ( SELECT CountryName FROM countries WHERE Continent = 'Asia' ) ) );
SELECT MIN(T1.Weight) FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 8 AND T2.Model IN ( SELECT Model FROM model_list WHERE Maker IN ( SELECT Id FROM car_makers WHERE Country IN ( SELECT CountryName FROM countries WHERE Continent = 'Asia' ) ) );
SELECT cm.Maker, ml.Model FROM car_makers cm JOIN model_list ml ON cm.Id = ml.Maker;
SELECT cm.Maker, ml.Model FROM car_makers cm JOIN model_list ml ON cm.Id = ml.Maker;
SELECT c.CountryName, c.CountryId FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryName, c.CountryId HAVING COUNT(cm.Id) > 0;
SELECT CountryId, CountryName FROM countries WHERE CountryId IN (SELECT Country FROM car_makers);
SELECT COUNT(*) FROM cars_data WHERE Horsepower > '150';
SELECT COUNT(*) FROM cars_data JOIN car_names ON cars_data.Id = car_names.MakeId WHERE Horsepower > '150';
SELECT YEAR, AVG(Weight) AS Average_Weight FROM cars_data GROUP BY YEAR;
SELECT AVG(Weight) AS Average_Weight, AVG(Year) AS Average_Year, Year FROM cars_data GROUP BY Year;
SELECT c.CountryName, COUNT(DISTINCT cm.Maker) AS num_manufacturers FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country JOIN model_list ml ON cm.Id = ml.Maker WHERE c.Continent IN (SELECT ContId FROM continents WHERE Continent = 'Europe') GROUP BY c.CountryName HAVING COUNT(DISTINCT cm.Maker) >= 3;
SELECT c.CountryName FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryName HAVING COUNT(DISTINCT cm.Maker) >= 3;
SELECT MAX(T1.Horsepower), T2.Make FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 3;
SELECT T1.Model, MAX(T2.Horsepower) AS MaxHorsepower FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id JOIN model_list AS T3 ON T1.Model = T3.Model WHERE T2.Cylinders = 3 GROUP BY T1.Model;
SELECT Model FROM car_names WHERE MPG = ( SELECT MAX(MPG) FROM car_names );
SELECT T1.Model, T2.Maker, MAX(T3.MPG) AS Max_MPG FROM car_names AS T1 JOIN model_list AS T2 ON T1.Model = T2.Model JOIN cars_data AS T3 ON T1.MakeId = T3.Id GROUP BY T1.Model, T2.Maker;
SELECT AVG(T2.Horsepower) FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T2.Year < 1980;
SELECT AVG(T2.Horsepower) FROM car_names AS T1 INNER JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T2.Year < 1980;
SELECT AVG(Edispl) FROM cars_data JOIN car_names ON cars_data.Id = car_names.MakeId WHERE Model = 'Volvo';
SELECT AVG(Edispl) FROM car_names JOIN model_list ON car_names.Model = model_list.Model JOIN car_makers ON model_list.Maker = car_makers.Id WHERE car_makers.Maker = 'Volvo';
SELECT T2.Cylinders, MAX(T1.Accelerate) AS Max_Accelerate FROM cars_data T1 JOIN car_names T2 ON T1.Id = T2.MakeId GROUP BY T2.Cylinders;
SELECT MAX(Accelerate) FROM cars_data GROUP BY Cylinders;
SELECT ml.Model, COUNT(cn.MakeId) AS NumVersions FROM model_list ml JOIN car_names cn ON ml.Model = cn.Model GROUP BY ml.Model ORDER BY NumVersions DESC;
SELECT Model, COUNT(DISTINCT Make) AS NumMakes FROM car_names JOIN model_list ON car_names.Model = model_list.Model GROUP BY Model ORDER BY NumMakes DESC;
SELECT COUNT(*) FROM cars_data WHERE Cylinders > 4;
SELECT COUNT(*) FROM cars_data JOIN car_names ON cars_data.Id = car_names.MakeId WHERE Cylinders > 4;
SELECT COUNT(*) FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Id WHERE YEAR = 1980;
SELECT COUNT(*) FROM car_names JOIN cars_data ON car_names.MakeId = cars_data.Id WHERE Year = 1980;
SELECT COUNT(*) FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker WHERE car_makers.FullName = 'American Motor Company';
SELECT COUNT(DISTINCT T2.Model) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker WHERE T1.Maker = 'American Motor Company';
SELECT T1.FullName, T2.Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker GROUP BY T1.FullName HAVING COUNT(T2.Model) > 3;
SELECT c.Maker, c.Id FROM car_makers c JOIN model_list m ON c.Id = m.Maker GROUP BY c.Maker, c.Id HAVING COUNT(m.Model) > 3;
SELECT DISTINCT M.Model FROM model_list AS M JOIN car_makers AS C ON M.Maker = C.Id WHERE C.FullName = 'General Motors' OR C.Country IN ( SELECT Country FROM countries WHERE CountryId IN ( SELECT CountryId FROM countries JOIN continents ON countries.Continent = continents.ContId GROUP BY countries.CountryId HAVING COUNT(continents.ContId) > 1 ) )
SELECT DISTINCT M.Model FROM model_list AS M JOIN car_makers AS C ON M.Maker = C.Id WHERE (C.Maker LIKE '%General Motors%' OR C.Country IN ( SELECT CountryName FROM countries WHERE CountryId IN ( SELECT Country FROM car_makers WHERE Maker LIKE '%General Motors%' ) )) AND C.Weight > 3500;
SELECT Year FROM cars_data WHERE Weight BETWEEN 3000 AND 4000;
SELECT DISTINCT Year FROM cars_data WHERE Weight < 4000 OR Weight > 3000;
SELECT T1.Horsepower FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Accelerate = ( SELECT MAX(Accelerate) FROM cars_data );
SELECT T2.Horsepower FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Accelerate = ( SELECT MAX(Accelerate) FROM cars_data );
SELECT T3.Cylinders FROM model_list AS T1 JOIN car_names AS T2 ON T1.Model = T2.Model JOIN cars_data AS T3 ON T2.MakeId = T3.Id WHERE T1.Maker = 'Volvo' AND T3.Accelerate = ( SELECT MIN(Accelerate) FROM cars_data WHERE Id IN ( SELECT MakeId FROM car_names WHERE Model = 'volvo' ) )
SELECT T2.Cylinders FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T1.Make = 'Volvo' ORDER BY T2.Accelerate ASC LIMIT 1;
SELECT COUNT(*) FROM cars_data WHERE Accelerate > ( SELECT MAX(Horsepower) FROM car_names );
SELECT COUNT(*) FROM cars_data WHERE Accelerate > ( SELECT MAX(Horsepower) FROM cars_data );
SELECT c.CountryName, COUNT(cm.Maker) as num_car_makers FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryName HAVING COUNT(cm.Maker) > 2;
SELECT COUNT(*) FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryName HAVING COUNT(DISTINCT cm.Maker) > 2;
SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6;
SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6;
SELECT T1.Model, T2.Maker, T3.CountryName, MAX(T1.Horsepower) AS MaxHorsePower FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id JOIN model_list AS T3 ON T1.Model = T3.Model JOIN car_makers AS T4 ON T3.Maker = T4.Id WHERE T2.Cylinders = 4 GROUP BY T1.Model, T2.Maker, T3.CountryName;
SELECT T1.Model, MAX(T3.Horsepower) AS MaxHorsepower FROM car_names AS T2 JOIN cars_data AS T3 ON T2.MakeId = T3.Id JOIN model_list AS T1 ON T2.Model = T1.Model WHERE T3.Cylinders = 4 GROUP BY T1.Model;
SELECT MIN(Horsepower) FROM cars_data;
SELECT MIN(Horsepower) FROM cars_data;
SELECT MAX(MPG) FROM cars_data WHERE Cylinders = 8 OR Year < 1980;
SELECT MAX(MPG) FROM cars_data WHERE Cylinders = 8 OR Year < 1980;
SELECT DISTINCT M.Model FROM model_list AS M JOIN car_makers AS C ON M.Maker = C.Id WHERE M.ModelId IN ( SELECT Id FROM cars_data WHERE Weight < 3500 ) AND C.Maker != 'Ford Motor Company';
SELECT DISTINCT T2.Model FROM car_names AS T1 JOIN model_list AS T2 ON T1.Model = T2.Model WHERE T1.Make = 'Ford' AND T1.Weight < 3500;
SELECT c.CountryName FROM countries c LEFT JOIN car_makers cm ON c.CountryId = cm.Country WHERE cm.Id IS NULL;
SELECT c.CountryName FROM countries c LEFT JOIN car_makers cm ON c.CountryId = cm.Country WHERE cm.Country IS NULL;
SELECT Id, Maker FROM car_makers WHERE Id IN ( SELECT Maker FROM model_list GROUP BY Maker HAVING COUNT(Model) >= 2 AND COUNT(DISTINCT Maker) > 3 )
SELECT cm.Id, cm.Maker FROM car_makers cm JOIN model_list ml ON cm.Id = ml.Maker GROUP BY cm.Id, cm.Maker HAVING COUNT(ml.Model) >= 2 AND (SELECT COUNT(*) FROM car_names cn WHERE cn.MakeId IN (SELECT MakeId FROM cars_data WHERE MakeId = cm.Id)) > 3;
SELECT CountryId, CountryName FROM countries WHERE CountryId IN ( SELECT Country FROM car_makers GROUP BY Country HAVING COUNT(*) > 3 ) OR CountryId IN ( SELECT T2.Country FROM model_list AS T1 INNER JOIN car_makers AS T2 ON T1.Maker = T2.Id WHERE T1.Model = 'fiat' );
SELECT c.CountryId, c.CountryName FROM countries c JOIN car_makers cm ON c.CountryId = cm.Country GROUP BY c.CountryId, c.CountryName HAVING COUNT(cm.Id) > 3 OR EXISTS ( SELECT 1 FROM model_list ml JOIN car_names cn ON ml.Model = cn.Model WHERE ml.Maker = (SELECT Id FROM car_makers WHERE Maker = 'Fiat') );
SELECT Country FROM airlines WHERE Airline = "JetBlue Airways"
SELECT Country FROM airlines WHERE Airline = "JetBlue Airways";
SELECT Abbreviation FROM airlines WHERE Airline = "JetBlue Airways"
SELECT Abbreviation FROM airlines WHERE Airline = "JetBlue Airways";
SELECT Airline, Abbreviation FROM airlines WHERE Country = 'USA';
SELECT A.Airline, A.Abbreviation FROM AIRLINES AS A JOIN AIRLINES AS B ON A.uid = B.uid WHERE A.Country = 'USA' AND B.Country = 'USA'
SELECT AirportCode, AirportName FROM airports;
SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony';
SELECT COUNT(uid) FROM airlines;
SELECT COUNT(uid) FROM airlines;
SELECT COUNT(*) FROM airports;
SELECT COUNT(*) FROM airports;
SELECT COUNT(*) FROM flights;
SELECT COUNT(*) AS NumberOfFlights FROM flights;
SELECT Airline FROM airlines WHERE Abbreviation = 'UAL'
SELECT Airline FROM airlines WHERE Abbreviation = 'UAL';
SELECT COUNT(uid) FROM AIRLINES WHERE Country = 'USA';
SELECT COUNT(uid) FROM AIRLINES WHERE Country = 'USA';
SELECT T2.City, T2.Country FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport = T2.AirportCode WHERE T1.SourceAirport = 'ALN'
SELECT A.City, A.Country FROM airports AS A WHERE A.AirportCode = 'Alton' /* Assuming Alton is the AirportName */
SELECT AirportName FROM airports WHERE AirportCode = 'AKO';
SELECT AirportName FROM airports WHERE AirportCode = 'AKO';
SELECT AirportName FROM airports WHERE City = 'Aberdeen';
SELECT AirportName FROM airports WHERE City = 'Aberdeen';
SELECT COUNT(*) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.AirportCode = 'APG';
SELECT COUNT(*) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.AirportName = 'APG';
SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO';
SELECT COUNT(*) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.AirportName = 'ATO';
